Date,Close,High,Low,Open,Volume,MA7,Lag1,Lag2,Volatility,Target
2026-01-16,1689.800048828125,1694.0,1653.4000244140625,1663.699951171875,19335957,1615.9571707589287,1599.800048828125,1599.800048828125,0.023782508630649693,1681.199951171875
2026-01-19,1681.199951171875,1685.0,1666.5,1685.0,5104958,1625.6571568080358,1689.800048828125,1599.800048828125,0.02258354077347155,1658.9000244140625
2026-01-20,1658.9000244140625,1680.199951171875,1652.9000244140625,1673.0,6406503,1632.057163783482,1681.199951171875,1689.800048828125,0.023724572029681798,1654.4000244140625
2026-01-21,1654.4000244140625,1657.0,1631.199951171875,1651.0,6224582,1640.414306640625,1658.9000244140625,1681.199951171875,0.023006351991755703,1663.5
2026-01-22,1663.5,1671.199951171875,1653.800048828125,1666.0,6228892,1649.6285923549108,1654.4000244140625,1658.9000244140625,0.022957096598097894,1670.800048828125
2026-01-23,1670.800048828125,1675.699951171875,1662.199951171875,1667.199951171875,5869137,1659.771449497768,1663.5,1654.4000244140625,0.02285191257551146,1682.699951171875
2026-01-27,1682.699951171875,1689.4000244140625,1661.0999755859375,1685.800048828125,10673087,1671.614292689732,1670.800048828125,1663.5,0.02267526422392374,1666.5
2026-01-28,1666.5,1688.800048828125,1650.0,1680.0,8588664,1668.2857142857142,1682.699951171875,1670.800048828125,0.007909730424489963,1659.5
2026-01-29,1659.5,1666.5,1642.0999755859375,1658.0,4749582,1665.1857212611608,1666.5,1682.699951171875,0.00785797723690293,1641.0
2026-01-30,1641.0,1655.0,1618.0999755859375,1655.0,9207926,1662.6285749162946,1659.5,1666.5,0.007370187359598208,1629.4000244140625
2026-02-02,1629.4000244140625,1662.0,1618.0,1662.0,6784887,1659.0571463448662,1641.0,1659.5,0.00766515911054847,1656.0
2026-02-03,1656.0,1728.0,1653.0,1727.199951171875,8805868,1657.9857177734375,1629.4000244140625,1641.0,0.01015327955408977,1535.800048828125
2026-02-04,1535.800048828125,1584.9000244140625,1510.0999755859375,1574.0,28828622,1638.7000034877233,1656.0,1629.4000244140625,0.028661302145916518,1520.199951171875
2026-02-05,1520.199951171875,1551.0,1515.699951171875,1534.0,10628127,1615.4857177734375,1535.800048828125,1656.0,0.027500944342467235,1507.0999755859375
2026-02-06,1507.0999755859375,1525.0,1480.0,1522.0999755859375,13900866,1592.7142857142858,1520.199951171875,1535.800048828125,0.02753074910522551,1497.199951171875
2026-02-09,1497.199951171875,1528.0,1493.0,1522.0999755859375,8294615,1569.528564453125,1507.0999755859375,1520.199951171875,0.027405631150562024,1497.800048828125
2026-02-10,1497.800048828125,1515.9000244140625,1491.0,1500.0,8657000,1549.0714285714287,1497.199951171875,1507.0999755859375,0.027966090218742606,1471.9000244140625
2026-02-11,1471.9000244140625,1505.9000244140625,1469.0,1501.199951171875,7934411,1526.5714285714287,1497.800048828125,1497.199951171875,0.02789532767589549,1386.0
